1,10,60
604,11,62
1304,12,64
2108,13,67
2691,13,68
3128,13,69
3876,14,71
4397,13,66
5452,14,68
6109,14,67
6691,14,69
6919,14,67
7561,14,67
8519,14,69
8923,14,71
9904,15,72
10135,15,74
10955,15,74
11396,14,67
12288,15,70
12758,15,70
13574,15,71
14031,15,71
14718,15,71
15280,14,67
11618,14,69
16585,14,72
17565,15,70
17980,15,70
18833,15,71
19334,15,70
20128,16,70
20731,16,70
21386,17,72
21970,15,67
19475,15,68
23001,15,70
23635,15,70
24457,16,70
25041,15,68
25378,15,72
26260,16,70
19475,15,68
27394,15,73
28172,16,72
28703,16,72
24447,15,70
28578,15,72
30563,16,73
31371,16,74
31933,16,74
32265,16,72
32669,16,72
33574,17,74
34216,16,73
34768,17,74
35360,17,73
35871,17,75
36386,18,77
36960,18,77
37442,17,76
37992,17,76
38471,17,76
38657,16,72
39148,16,72
39999,17,75
40495,16,71
40991,17,75
41377,17,66
41931,17,76
42486,17,75
42890,16,73
43431,17,76
43801,16,65
44474,17,75
44856,17,75
45381,17,76
45826,18,77
46304,19,79
46661,16,67
47140,17,69
47716,17,74
48184,17,75
48669,17,74
49153,17,77
49627,18,80
50063,17,77
50546,18,78
50931,18,79
51475,18,78
51674,16,73
52263,16,74
52609,16,73
53075,16,72
53565,17,75
52609,16,73
54517,17,76
55002,18,78
52609,16,73
52609,16,73
56459,16,72
56958,17,75
52609,16,73
58159,17,66
58560,17,77
59055,17,77
59571,18,79
60126,18,78
60840,19,74
61305,19,74
61725,19,73
62369,20,75
62993,20,67
63355,20,76
63831,20,76
64499,21,79
64944,21,78
65576,22,80
66047,20,74
66550,20,76
67003,20,74
67615,21,77
68045,21,77
68608,22,80
69108,22,79
69740,22,79
70210,22,79
70768,22,79
71336,22,80
71854,22,79
72423,22,78
73038,23,81
73531,23,81
74034,23,81
74766,23,80
75159,23,81
75705,22,79
76608,23,81
77054,22,78
77370,21,75
77942,21,74
78498,22,78
79053,21,78
79905,22,80
80519,22,80
80843,22,79
81438,22,80
82120,22,80
82629,23,82
83283,23,82
83623,23,83
84255,23,82
84850,23,82
85367,23,83
85917,23,82
86503,23,82
87099,24,84
87733,25,86
88449,25,87
88833,24,85
89398,25,87
89702,24,85
90548,25,87
91125,25,88
92008,26,90
92365,26,91
92907,26,91
93667,27,92
94026,27,93
94931,28,95
95665,28,96
95839,28,94
96554,28,94
97122,29,96
97786,30,98
98280,30,99
99190,30,98
99388,30,98
100136,31,101
100937,32,102
101351,33,104
101673,31,100
102445,31,88
103035,31,88
103538,32,89
104273,31,88
104784,30,89
105480,31,92
106137,30,89
106737,31,91
107033,30,90
107918,31,91
108555,31,91
109092,31,91
109719,31,100
110033,32,103
110909,31,101
111384,32,102
112147,32,103
112568,33,105
